STNAME,ACTIVE,ADDRESS,ASSET,CITY,NAME,ROA,ROE,WEBADDR,ZIP,FLDOFF,REGION
North Carolina,0,"1st Se Center, 112 S Tryon Street","422,279",Charlotte,"Southeastern Savings Bank, Incorporated",,, ,28284,Charlotte,Atlanta
North Carolina,0,"107 Norwood Street, Southwest","228,987",Lenoir,"CCB Savings Bank of Lenoir, Inc., SSB",,, ,28645,Charlotte,Atlanta
Maryland,0,1013 Reistertown Road,"227,585",Pikesville,"Custom Savings Bank, FSB",,, ,21208,Baltimore,New York
North Carolina,0,20 South Pack Square,"161,430",Asheville,"Blue Ridge Savings Bank, Inc.",,, ,28816,Charlotte,Atlanta
North Carolina,1,107 Main Avenue Dr,"90,453",Taylorsville,"Taylorsville Savings Bank, SSB",0.32,4.04,http://www.taylorsvillesavings.com:80/,28681,Charlotte,Atlanta
North Carolina,0,308 North Chestnut Street,"63,374",Lumberton,Progressive State Bank,,,http://www.progressivestatebank.com:80/,28359,Raleigh,Atlanta
North Carolina,0,115 Blowing Rock Boulevard,"53,105",Lenoir,"Caldwell Savings Bank, Inc., S.S.B.",,, ,28645,Charlotte,Atlanta
Maryland,1,"4201 Mitchellville Road, Suite 200","375,630",Bowie,"The Washington Savings Bank, FSB",0.36,2.65,http://www.twsb.com:80/,20716,Baltimore,New York
Maryland,0,380 Main Street,"108,636",Laurel,Laurel Federal Savings Bank,,, ,20707,Baltimore,New York
North Carolina,0,750 South New Hope Road,"97,566",Gastonia,"First State Savings and Loan Association, Incorporated",,, ,28053,Charlotte,Atlanta
North Carolina,0,612 N Queen Street,"334,719",Kinston,"First Financial Savings Bank, Inc.",,, ,28501,Raleigh,Atlanta
North Carolina,0,200 North Main Street,"164,409",China Grove,"Rowan Savings Bank, SSB, Inc.",,,http://www.rowanbank.com:80/,28023,Charlotte,Atlanta
Maryland,0,602 Frederick Road,"14,873",Catonsville,Western Permanent Federal Savings and Loan Association,,, ,21228,Baltimore,New York
North Carolina,0,627 E Main Street,"23,008",Lincolnton,"First Pilot Savings and Loan, Incorporated",,, ,28092,Charlotte,Atlanta
North Carolina,0,130 N Steele Street,"163,852",Sanford,"Summit Savings Bank, Inc., SSB",,, ,27330,Raleigh,Atlanta
North Carolina,0,422 South Madison Street,"48,956",Whiteville,"First Investors Savings Bank, Inc., SSB",,, ,28472,Raleigh,Atlanta
Maryland,1,11350 Mccormick Road,"574,523",Hunt Valley,"Eastern Savings Bank, FSB",-2.89,-45.98,http://www.easternsavingsbank.com:80/,21031,Baltimore,New York
Maryland,0,2619 Fait Avenue,"5,280",Baltimore,Weekly Savings and Loan Association,,, ,21224,Baltimore,New York
Georgia,1,"1349 West Peachtree Street, Suite 100","182,368",Atlanta,Bank of Atlanta,0.39,3.88,http://www.bankofatlanta.com:80/,30309,Atlanta,Atlanta
Maryland,1,4520 East-West Highway,"532,937",Bethesda,"Presidential Bank, FSB",0.09,1.11,http://www.presidential.com:80/,20814,Baltimore,New York
Florida,0,3830 Hollywood Boulevard,"141,778",Hollywood,Unifirst Federal Savings Bank,,, ,33021,South Florida,Atlanta
Florida,0,10899 Park Boulevard,"90,912",Seminole,"Seminole Bank, National Association",,, ,33772,Tampa,New York
North Carolina,0,107 South Central Avenue,"45,368",Landis,Bank of the Carolinas,,, ,28088,Charlotte,Atlanta
Maryland,1,"200 Westgate Circle, Suite 200","895,371",Annapolis,"Severn Savings Bank, FSB",0.29,2.12,http://www.severnbank.com:80/,21401,Baltimore,New York
Maryland,1,1614 Churchville Road,"183,809",Bel Air,Slavie Federal Savings Bank,-0.01,-0.08,http://www.slavie.com:80/,21015,Baltimore,New York
Maryland,1,8216 Philadelphia Road,"79,885",Baltimore,Fairmount Bank,0.75,5.54,http://www.fairmountbank.com:80/,21237,Baltimore,New York
Maryland,1,11436 Cronhill Drive Unit 1,"176,704",Owings Mills,Regal Bank & Trust,1.39,19.84,http://www.regalbank.com:80/,21117,Baltimore,New York
Connecticut,0,290 Constitution Plaza,"21,927",Hartford,Financial Federal Savings Bank,,, ,6103,Hartford,New York
Maryland,1,134 S Eaton Street,"340,700",Baltimore,Hopkins Federal Savings Bank,0.62,7.16,http://www.hopkinsfsb.com:80/,21224,Baltimore,New York
Texas,0,5800 North Mopac Boulevard,"161,973",Austin,"Horizon Bank & Trust, SSB",,, ,78731,Austin,Dallas
California,0,"27405 Puerta Real, Suite 100","44,345",Mission Viejo,"Cornerstone Bank, FSB",,, ,92691,Orange,San Francisco
New York,0,50 Madison Avenue,"34,578",New York City,First City Federal Savings Bank,,, ,10010,New York City,New York
Washington,0,400 S. W. 152nd Street,"337,248",Seattle,Mariner Federal Savings and Loan Association,,, ,98166,Seattle,San Francisco
Virginia,0,"9 Interstate Corp Cntr Bldg. 9, Ste 200","337,023",Norfolk,"Essex Savings Bank, F.S.B.",,,http://www.essexbancorp.com:80/,23502,Richmond,Atlanta
California,0,2620 South Bristol Avenue,"661,568",Santa Ana,"Plaza Home Mortgage Bank, a Federal Savings Bank",,, ,92704,Orange,San Francisco
Louisiana,0,6601 Youree Drive,"35,971",Shreveport,First Federal Savings Bank,,, ,71135,Shreveport,Dallas
Maryland,0,11700 Beltsville Dr,"840,701",Beltsville,"John Hanson Savings Bank, FSB",,, ,20705,Baltimore,New York
Maryland,0,17 Light Street,"440,225",Baltimore,"Fairfax Savings, A FSB",,, ,21202,Baltimore,New York
Maryland,0,305 High Street,"24,052",Chestertown,"Kent Savings and Loan Association, FA",,, ,21620,Baltimore,New York
Virginia,0,11515 Sunrise Valley Drive,"113,212",Reston,Vista Federal Savings Bank,,, ,22091,Richmond,Atlanta
Maryland,0,7114 North Point Road,"28,025",Baltimore,Vanguard Savings and Loan Association,,, ,21219,Baltimore,New York
Florida,0,3001 Ponce De Leon Boulevard,"222,048",Coral Gables,Professional Savings Bank,,, ,33134,South Florida,Atlanta
Maryland,0,303 - 305 St John Avenue,"28,740",Havre De Grace,"Columbian Bank, A Federal Savings Bank",,, ,21078,Baltimore,New York
Maryland,0,106 Old Court Road,"19,500",Pikesville,Sterling Savings Association,,, ,21208,Baltimore,New York
Maryland,0,13401 New Hampshire Avenue,"72,326",Silver Spring,Potomac Savings Bank FSB,,, ,20904,Baltimore,New York
Illinois,0,4600 West Lincoln Highway,"290,292",Matteson,"Republic Savings Bank, FSB",,, ,60443,Chicago,Chicago
Texas,0,18001 Upper Bay Road,"77,141",Nassau Bay,Columbia Savings Association,,, ,77058,Houston,Dallas
Maryland,0,1844 East Joppa Road,"54,968",Baltimore,Northfield Federal Savings,,, ,21234,Baltimore,New York
Florida,0,1777 Tamiami Trail,"63,920",Murdock,Murdock Florida Bank,,, ,33938,Tampa,Atlanta
Maryland,1,1321 Liberty Road,"96,860",Sykesville,Carroll Community Bank,0.1,1.24,http://www.carrollcobank.com:80/,21784,Baltimore,New York
Maryland,0,115 East Joppa Road,"101,936",Towson,The Bank of Baltimore,,, ,21204,Baltimore,New York
Arizona,0,2200 East Camelback Road,"110,069",Phoenix,First Commercial Savings and Loan Association,,, ,85016,Phoenix,San Francisco
Florida,0,600 North Homestead Boulevard,"43,560",Homestead,Homestead Federal Savings Bank,,, ,33030,South Florida,Atlanta
Texas,0,3707 Fm 1960 West,"112,421",Houston,Cornerstone Savings Association,,, ,77068,Houston,Dallas
New Jersey,0,535 Getty Avenue,"50,566",Clifton,Family First FSB,,, ,7011,Jamesburg,New York
California,0,9833 Fair Oaks Blvd,"24,140",Fair Oaks,Gold River Savings Bank,,, ,95628,Sacramento,San Francisco
Florida,0,1865 Woolbright Road,"57,396",Boynton Beach,"BANKBOYNTON, a Federal Savings Bank",,, ,33426,South Florida,Atlanta
Missouri,0,14523 Manchester Road,"169,261",Manchester,First Federal Savings and Loan Association,,, ,63011,St. Louis,Kansas City
Texas,0,5300 Walzen Road,"182,972",San Antonio,City Savings and Loan Association of San Antonio,,, ,78218,Austin,Dallas
Maryland,0,130 Lakefront Drive,"50,790",Hunt Valley,Valley Bank of Maryland,,, ,21030,Baltimore,New York
North Carolina,0,U. S. Highway 64,"110,042",Manteo,Great Atlantic Savings Bank FSB,,, ,27954,Raleigh,Atlanta
Florida,0,131 Racetrack Road,"43,416",Fort Walton Beach,Liberty Bank of Fort Walton Beach,,, ,32547,Pensacola,Atlanta
Maryland,1,1635 Eastern Avenue,"12,841",Baltimore,Kosciuszko Federal Savings Bank,0.31,1.66, ,21231,Baltimore,New York
Florida,0,35388 U.S. Highway 19 North,"225,755",Palm Harbor,Madison Bank,,,http://www.madison-bank.com:80/,34684,Tampa,Atlanta
California,0,8836 Lakewood Drive,"42,206",Windsor,"Golden Pacific Savings and Loan Association, A Federal Savings and Loan",,, ,95492,San Francisco,San Francisco
California,0,16251 Main Street,"190,166",Guerneville,"Centennial Savings and Loan Association, A Federal Savings and Loan Asso",,, ,95446,San Francisco,San Francisco
Mississippi,0,176 Highway 51 N,"172,343",Batesville,Mississippi Savings Bank,,, ,38606,Memphis,Dallas
New Mexico,0,6501 Indian School Road,"261,711",Albuquerque,Security Federal Savings and Loan Association of Albuquerque,,, ,87190,Albuquerque,Dallas
Illinois,0,444 Main Street,"69,760",Glen Ellyn,"Glen Ellyn Savings and Loan Association, A Federal Savings and Loan Asso",,, ,60137,Chicago,Chicago
California,0,"231 G Street, Suite 2","159,430",Davis,"Farmers Savings, A Federal Savings and Loan Association",,, ,95616,Sacramento,San Francisco
California,0,200 East Sandpointe Avenue,"556,398",Santa Ana,"Butterfield Savings and Loan Association, A Federal Savings and Loan Ass",,, ,92707,Orange,San Francisco
California,0,400 South El Camino Real,"953,474",San Mateo,"Bell Savings and Loan Association, A Federal Savings and Loan Associatio",,, ,94402,San Francisco,San Francisco
Texas,0,204 West Nineteenth,"278,173",Houston,"Heights Savings Association, A FSA",,, ,77008,Houston,Dallas
Florida,0,2415 North Orange Avenue,"56,200",Orlando,Lochaven Federal Savings and Loan Association,,, ,32804,Tampa,Atlanta
Oregon,0,1980 N W Nineth Street,"315,389",Corvallis,Freedom Federal Savings and Loan Association,,, ,97330,Portland,San Francisco
Arkansas,0,401 North Walnut,"46,764",Harrison,Guaranty Federal Savings and Loan Association,,, ,72601,Little Rock,Dallas
Maryland,0,4 East Franklin Street,"279,412",Baltimore,Sharon Savings Bank FSB,,, ,21202,Baltimore,New York
Maryland,0,463 Baltimore Boulevard,"9,235",Westminster,"Ashburton Federal Savings and Loan Association, Inc.",,, ,21157,Baltimore,New York
California,0,888 Prospect Street,"3,646,071",La Jolla,"La Jolla Bank, FSB",,, ,92037,Orange,San Francisco
California,0,"3020 Old Ranch Parkway, Suite 170","183,541",Seal Beach,Westcoast Savings and Loan Association,,, ,90740,Orange,San Francisco
Ohio,0,139 South High Street,"17,580",Hillsboro,Anchor Savings Association,,, ,45133,Columbus,Chicago
Texas,0,750 North St Paul,"422,516",Dallas,Americity Federal Savings Bank,,, ,75201,Dallas,Dallas
Texas,0,9802 Highway 66,"69,280",Rowlett,Texas Heritage Savings Association/banc,,, ,75088,Dallas,Dallas
California,0,450 North Boxbury Drive,"40,721",Beverly Hills,Sierra Federal Savings and Loan Association,,, ,90210,Los Angeles (West),San Francisco
Georgia,0,502 Second Street South,"64,227",Cordele,Central Bank & Trust,,,http://www.amerisbank.com:80/,31015,Albany Ga,Atlanta
Texas,0,5757 Alpha Road Suite 100,"62,861",Dallas,Texas Mercantile Savings Association,,, ,75240,Dallas,Dallas
Michigan,0,"2301 West Big Beaver Road, Suite 110","81,674",Troy,"Michigan Bank, Federal Savings Bank",,, ,48084,Detroit,Chicago
California,0,"5900 Wilshire Boulevard, 16th Floor","2,555,459",Los Angeles,Peoples Bank of California,,, ,90036,Los Angeles (West),Chicago
Florida,0,12700 S Military Trail,"1,510,137",Boynton Beach,"Sunrise Savings and Loan Association, A Federal Savings and Loan Associa",,, ,33436,South Florida,Atlanta
California,0,211 North Main Street,"128,585",Porterville,"Presidio Savings and Loan Association, A Federal Savings and Loan Associ",,, ,93257,Sacramento,San Francisco
Michigan,1,723 Ludington Street,"222,825",Escanaba,Northern Michigan Bank & Trust,1.02,12.33,http://www.nmbank.com:80/,49829,Appleton,Chicago
Texas,0,4672 Beechnut Street,"119,027",Houston,"Charter Bank, S.S.B.",,, ,77096,Houston,Dallas
Florida,0,113 N Congress,"61,158",Boynton Beach,"Coral Coast Savings Bank, FSB",,, ,33436,South Florida,Atlanta
California,0,1441 Van Ness Avenue,"36,767",San Francisco,"Barbary Coast Savings Bank, FSB",,, ,94109,San Francisco,San Francisco
California,0,65 Post Street,"24,980",San Francisco,"Sequoia Savings Bank, FSB",,, ,94104,San Francisco,San Francisco
Ohio,1,101 South Main Street,"203,127",De Graff,United Midwest Savings Bank,-1.45,-18.16,http://www.umwsb.com:80/,43318,Columbus,Chicago
Florida,0,715 Colorado Avenue,"75,117",Stuart,"Seaboard Savings Bank, FSB",,, ,33497,South Florida,Atlanta
Tennessee,0,7005 Maynardville Highway,"98,879",Knoxville,Security Trust Federal Savings and Loan Association,,, ,37918,Knoxville,Dallas
Massachusetts,0,55 William Street,"137,307",Wellesley,New England Federal Savings Bank,,, ,2481,South Boston,New York
Texas,0,119 East Fourth St,"48,447",Hereford,"Hi-Plains Savings and Loan Association, A Federal Savings and Loan Assoc",,, ,79045,Lubbock,Dallas
Michigan,0,337 E Liberty Street,"136,649",Ann Arbor,"Regency Savings Bank, FSB",,, ,48107,Detroit,Chicago
Oregon,0,603 Chemeketa,"137,686",Salem,"Citizens Savings and Loan Association, A Federal Savings and Loan Associ",,, ,97301,Portland,San Francisco
Texas,0,201 West Broadway,"39,858",Brownfield,"Brownfield Federal Savings and Loan Association, A Federal Savings and L",,, ,79316,Lubbock,Dallas
Texas,0,1617 Broadway,"453,996",Lubbock,"State Federal Savings and Loan Association of Lubbock, A Federal Savings",,, ,79401,Lubbock,Dallas
Maryland,0,107 Ridgely Avenue,"54,231",Annapolis,"Gibraltar Federal Savings Bank, FSB",,, ,21401,Baltimore,New York
Illinois,0,28 North Grove Avenue,"275,119",Elgin,"First Federal of Elgin, F.S.A.",,, ,60120,Chicago,Chicago
California,0,2121 San Joaquin Hills Road,"35,042",Newport Beach,"First Newport Bank, F.S.B.",,, ,92660,Orange,San Francisco
California,0,22733 Hawthorne Blvd,"108,031",Torrance,"Torrance Bank, S.S.B.",,, ,90505,Los Angeles (West),San Francisco
Florida,0,4674 Forest Hill Blvd,"58,064",West Palm Beach,Bay Savings Bank,,, ,33406,South Florida,Atlanta
Georgia,0,4800 Ashford Dunwoody Road,"253,602",Dunwoody,Colonial Bank,,, ,30338,Atlanta,Atlanta
Maryland,0,1629 Druid Hill Avenue,"6,177",Baltimore,Ideal Federal Savings Bank,,, ,21217,Baltimore,New York
Minnesota,0,77 South 7th Street,"2,958,256",Minneapolis,Norwest National Bank,,, ,55402,Minneapolis,Kansas City
Florida,0,1701 S Dale Mabry Highway,"31,467",Tampa,"Partners Bank of Florida, FSB",,, ,33629,Tampa,Atlanta
Louisiana,1,7840 Us Highway 165 South,"154,025",Columbia,Homeland Federal Savings Bank,1.99,19.56,http://www.homelandfsbank.com:80/,71418,Shreveport,Dallas
Texas,1,"1201 Elm Street, Suite 3500","1,338,427",Dallas,"Southwest Securities , FSB",0.33,2.62,http://www.southwestsecuritiesfsb.com:80/,75270,Dallas,Dallas
Iowa,0,One Washington Street,"152,721",Mount Pleasant,Capitol Federal Savings Bank,,, ,52641,Cedar Rapids,Kansas City
Texas,0,1777 N E Loop 410,"506,286",San Antonio,Bexar Savings Association,,, ,78217,Austin,Dallas
North Carolina,0,Highway 70,"93,936",Newport,"Cardinal Savings Bank, Inc.",,, ,28570,Raleigh,Atlanta
Texas,0,3401 Allen Parkway,"190,362",Houston,Allenpark Federal Savings and Loan Association,,, ,77019,Houston,Dallas
New Mexico,0,"5290 Mcnutt Road, Suite 106","113,859",Santa Teresa,"Sun World, National Association",,, ,88008,Albuquerque,Atlanta
Texas,0,900 Congress Avenue,"175,065",Austin,"Liberty Bank, SSB",,,http://www.libertybanktexas.com:80/,78701,Austin,Dallas
Florida,0,21845 Powerline Road,"107,775",Boca Raton,Pointe Federal Savings Bank,,, ,33433,South Florida,Atlanta
South Carolina,0,852 Orleans Road,"38,978",Charleston,Citadel Federal Savings Bank,,, ,29417,Columbia Sc,Atlanta
California,0,555 Montgomery Street,"10,895,336",San Francisco,United Commercial Bank,,, ,94111,San Francisco,San Francisco
Virginia,0,37 East Main Street,"1,098,967",Warrenton,Southern Financial Bank,,,http://www.southernfinancialbank.com:80/,22186,Richmond,Atlanta
Louisiana,0,4545 Veteran Memorial Blvd,"355,914",Metairie,Horizon Federal Savings and Loan Association,,, ,70006,Baton Rouge,Dallas
Florida,0,10696 St. Augustine Road,"234,209",Jacksonville,Monticello Bank,,, ,32257,Gainesville,Atlanta
Florida,0,425 22nd Avenue North,"524,978",St. Petersburg,Mercantile Bank,,, ,33704,Tampa,Atlanta
California,0,130-J Stony Point Road,"241,708",Santa Rosa,"Allied Savings Bank, FSB",,, ,95401,San Francisco,San Francisco
California,0,1051 South Figueroa Street,"24,877",Los Angeles,"American Interstate Savings, A Federal Savings and Loan Association",,, ,90015,Los Angeles (North),San Francisco
Colorado,0,"102 South Tejon, Suite 101","77,029",Colorado Springs,Colorado Springs Savings and Loan Association,,, ,80903,Denver,Dallas
Virginia,1,671 North Glebe Road,"526,888",Arlington,E*TRADE United Bank,0.58,5.48,http://www.etrade.com:80/,22203,Richmond,Atlanta
Nevada,0,3500 S. Virginia Street,"65,075",Reno,"Home Federal Bank, SB",,, ,89502,Phoenix,San Francisco
Texas,0,555 Interstate Highway 35,"16,183",New Braunfels,Executive Banc Savings,,, ,78130,Austin,Dallas
California,0,1388 Sutter Street,"25,686",San Francisco,"Global Savings Bank, FSB",,, ,94109,San Francisco,San Francisco
Tennessee,0,1000 Brookfield,"34,745",Memphis,First City National Bank,,, ,38119,Memphis,Dallas
Virginia,0,2809 Emorywood Parkway,"347,549",Richmond,Fidelity Federal Savings Bank,,, ,23294,Richmond,Atlanta
California,0,4493 Ruffin Road,"57,479",San Diego,Flagship Bank FSB,,, ,92123,Orange,San Francisco
California,0,22222 Sherman Way,"105,114",Canoga Park,"Vista Bank, FSB",,, ,91303,Los Angeles (West),San Francisco
California,0,21945 Erwin Street,"408,084",Woodland Hills,"Empire of America-California, FSB",,, ,91367,Los Angeles (West),San Francisco
Ohio,0,2945 Gilbert Avenue,"8,258",Cincinnati,Beacon Federal Savings and Loan Association,,, ,45206,Columbus,Chicago
Missouri,1,124 South Walnut,"50,648",Cameron,1st Cameron State Bank,0.27,2.82,http://www.1stcameron.com:80/,64429,Kansas City,Kansas City
Texas,0,7390 Fannin,"36,626",Houston,Sun Savings Association,,, ,77030,Houston,Dallas
Washington,1,"2000 Two Union Square, 601 Union Street","2,352,248",Seattle,HomeStreet Bank,3.44,43.59,http://www.homestreet.com:80/,98101,Seattle,San Francisco
Hawaii,0,1188 Fort Street Mall,"23,354",Honolulu,New People's Savings and Loan Association,,, ,96813,San Francisco,San Francisco
Florida,0,3845 N.E. 163rd St.,"68,981",North Miami Beach,"Oceanmark Bank, A FSB",,, ,33160,South Florida,Atlanta
Florida,0,12700 Military Trail,"1,809,740",Boynton Beach,"World Savings of Florida, FS&LA",,, ,33436,South Florida,Atlanta
Florida,0,3901 Cortez Road West,"85,449",Bradenton,"Key Florida Bank, A Federal Savings Bank",,, ,34206,Tampa,Atlanta
Florida,0,1291 West 49th Street,"18,440",Hialeah,New Metropolitan Federal Savings and Loan Association,,, ,33012,South Florida,Atlanta
Florida,0,1410 N E 163rd Street,"23,209",North Miami Beach,Truman Savings and Loan Association,,, ,33160,South Florida,Atlanta
Texas,0,14755 Preston Road Suite 625,"1,032,171",Dallas,Western Federal Savings and Loan Association,,, ,75240,Dallas,Dallas
Texas,0,915 Houston Street,"45,841",Kilgore,Federal Savingsbanc of the Southwest,,, ,75662,Dallas,Dallas
New Mexico,0,809 Saint Michaels Drive,"1,201,922",Santa Fe,Charter Bank,,, ,87505,Albuquerque,Dallas
Kansas,0,701 Poyntz Avenue,"128,700",Manhattan,"First Savings Bank, F.S.B.",,,http://www.firstbank1.com:80/,66502,Kansas City,Kansas City
Texas,0,1903 Central Drive,"162,913",Bedford,"First American Savings Bank, SSB",,, ,76021,Dallas,Dallas
Iowa,0,1000 Collins Road Ne,"14,980",Cedar Rapids,Associated Federal Savings and Loan Association,,, ,52402,Cedar Rapids,Kansas City
Illinois,0,640 Blackhawk Boulevard,"36,542",South Beloit,"Republic Savings, A Federal Savings and Loan Association",,, ,61080,Princeton,Chicago
South Carolina,0,11039 Ocean Highway,"433,512",Pawleys Island,Plantation Federal Bank,-23.98,,http://www.plantationfederal.com:80/,29585,Columbia Sc,Atlanta
California,0,5334 E Chapman Avenue,"44,654",Orange,"Ramona Federal Savings and Loan Association, A Federal Savings and Loan",,, ,92669,Orange,San Francisco
California,0,2074 Treat Boulevard,"171,647",Walnut Creek,"Cal America Savings and Loan Association, A Federal Savings and Loan Ass",,, ,94598,San Francisco,San Francisco
California,0,9040 Tampa Ave,"33,913",Northridge,"Unified Savings, A Federal Savings and Loan Association",,, ,91324,Los Angeles (West),San Francisco
Colorado,0,122 West Main Street,"12,259",Sterling,Colorado FSB,,, ,80751,Denver,Dallas
Colorado,0,1211 North Seventh Street,"53,878",Grand Junction,"First Security Savings and Loan Association, A Federal Savings and Loan",,, ,81501,Denver,Dallas
Arkansas,0,121 West Sixth St,"912,906",Pine Bluff,Riverside Federal Savings Association,,, ,71601,Little Rock,Dallas
Louisiana,0,5416 Veterans Boulevard,"315,448",Metairie,Gulf Federal Savings and Loan Association,,, ,70003,Baton Rouge,Dallas
Louisiana,1,9400 Old Hammond Highway,"139,264",Baton Rouge,Fidelity Bank,0.25,2.41,http://www.fidelitybankbr.com:80/,70898,Baton Rouge,Dallas
Florida,0,"9400 South Dadeland Boulevard, Suite 620","101,452",Miami,Consumers Savings Bank,,, ,33156,South Florida,Atlanta
Illinois,0,9031 West 151st Street,"21,788",Orland Park,"First Savings of America, A Federal Savings and Loan Association",,, ,60462,Chicago,Chicago
Florida,0,2323 Curlew Road,"38,909",Palm Harbor,Sovereign Savings Bank,,, ,34683,Tampa,Atlanta
Maryland,0,9337 Liberty Road,"49,481",Randallstown,Liberty Federal Savings Bank,,, ,21133,Baltimore,New York
Texas,0,606 South Texas Avenue,"163,831",Weslaco,"River Valley Bank, FSB",,, ,78596,Houston,Dallas
Arkansas,0,230 W Broadway,"88,345",West Memphis,Federal Savings Bank,,, ,72301,Memphis,Dallas
Florida,0,1205 N.W. 40th Avenue,"1,010,886",Lauderhill,Union Bank of Florida,,,http://www.unionbk.com:80/,33313,South Florida,Atlanta
California,0,"3130 South Harbor Blvd., Suite 160","98,240",Santa Ana,"North America Savings and Loan Association, A Federal Savings and Loan A",,, ,92704,Orange,San Francisco
Florida,0,5550 Glades Road,"492,643",Boca Raton,"AMTRUST BANK, F.S.B.",,, ,33431,South Florida,Atlanta
Oklahoma,0,1927 South Fourth Street,"55,008",Chickasha,"Universal Savings Association, A Federal Savings and Loan Association",,, ,73018,Oklahoma City,Dallas
Florida,0,510 7th Street West,"79,070",Palmetto,"Preferred Bank, A FSB",,, ,33561,Tampa,Atlanta
Florida,0,3111 University Drive,"32,197",Coral Springs,Coral Savings and Loan Association,,, ,33065,South Florida,Atlanta
Colorado,0,3501 South Broadway,"149,478",Englewood,"Key Savings and Loan Association, A Federal Savings and Loan Association",,, ,80110,Denver,Dallas
Utah,0,"7070 Union Park Avenue, Suite 300","121,316",Midvale,"American General Bank, FSB",,, ,84047,Salt Lake City,New York
Hawaii,1,"1001 Bishop Street, Suite 100","4,963,256",Honolulu,"American Savings Bank, FSB",1.29,12.91,http://www.asbhawaii.com:80/,96813,San Francisco,San Francisco
Maryland,1,7114 North Point Road,"149,754",Baltimore,Bay-Vanguard Federal Savings Bank,1.68,17.39,http://www.bayvanguard.com:80/,21219,Baltimore,New York
California,0,"3601 South Harbor Blvd, Suite 105","18,412",Santa Ana,Perpetual Savings Association A Federal Savings and Loan Association,,, ,92704,Orange,San Francisco
Florida,0,7901 Sw 36th Street,"128,385",Davie,"South Florida Savings, A Federal Savings and Loan Association",,, ,33328,South Florida,Atlanta
Texas,0,"14850 Montfort Drive, Suite 100","1,170,871",Dallas,"Vernon Savings and Loan Association, FSA",,, ,75240,Dallas,Dallas
Oklahoma,0,619 N Main Street,"230,210",Muskogee,"Victor Savings and Loan Association, A Federal Savings and Loan Associat",,, ,74401,Tulsa,Dallas
Georgia,1,401 Downing Musgrove Highway,"131,154",Glennville,South Georgia Bank,0,0.04,http://www.southgabank.com:80/,30427,Savannah,Atlanta
California,0,3368 Lake Tahoe Blvd,"47,266",South Lake Tahoe,"Tahoe Savings and Loan Association, A Federal Savings and Loan Associati",,, ,95705,Sacramento,San Francisco
Wisconsin,0,754 North 4th Street,"3,851",Milwaukee,Universal Savings Bank FA,,,http://www.usbankfa.com:80/,53203,Milwaukee,Chicago
Florida,0,5255 N Federal Highway,"124,050",Boca Raton,Southern Floridabanc Federal Savings and Loan Association,,, ,33431,South Florida,Atlanta
Florida,0,1189 Hypoluxo Road,"354,966",Lantana,Sterling Bank,,, ,33462,South Florida,Atlanta
Rhode Island,0,1210 Pontiac Avenue,"60,629",Cranston,Colonial Bank,,, ,2920,South Boston,New York
Maryland,0,7802 Harford Road,"48,639",Baltimore,Parkville Federal Savings Bank,,, ,21234,Baltimore,New York
Florida,0,2222 Ponce De Leon Boulevard,"69,141",Coral Gables,Bankers Savings Bank,,, ,33134,South Florida,Atlanta
Florida,0,7419 Us Hwy 19,"55,021",New Port Richey,Liberty Federal Savings and Loan Association,,, ,33552,Tampa,Atlanta
Michigan,1,5151 Corporate Drive,"14,030,798",Troy,"Flagstar Bank, FSB",-0.01,-0.12,http://www.flagstar.com:80/,48098,Detroit,Chicago
Texas,0,300 E John Carpenter Freeway,"793,746",Irving,Independent American Savings and Loan Association FSA,,, ,75062,Dallas,Dallas
Georgia,0,"51 Henderson Street, Sw","83,159",Marietta,Cobb Federal Savings Bank,,, ,30064,Atlanta,Atlanta
Texas,0,2826 New Boston Road,"229,167",Texarkana,"Security Savings Association, FSA",,, ,75501,Dallas,Dallas
Florida,0,690 Country Club Drive,"74,540",Titusville,Prime Bank of Central Florida,,, ,32780,Tampa,Atlanta
Oklahoma,0,2000 S Country Club Road,"80,572",El Reno,"Investors Savings and Loan Association, A Federal Savings and Loan Assoc",,, ,73036,Oklahoma City,Dallas
Maryland,1,532 Eastern Avenue,"57,310",Baltimore,Vigilant Federal Savings Bank,0.64,9.52,http://www.vigilantfederal.com:80/,21221,Baltimore,New York
Oklahoma,0,1100 West Main Street,"84,779",Durant,"United Savings, A Federal Savings and Loan Association",,, ,74701,Tulsa,Dallas
Florida,0,200 Madison Street,"1,010,517",Tampa,"Freedom Savings and Loan Association, A Federal Savings and Loan Associa",,, ,33631,Tampa,Atlanta
Oklahoma,0,116 North Noble Street,"49,348",Watonga,"Sunbelt Savings, A Federal Savings and Loan Association",,, ,73772,Oklahoma City,Dallas
Massachusetts,1,"1 Harbor St, Ste 102","588,352",Boston,First Trade Union Bank,0.13,1.45,http://www.ftub.com:80/,2210,North Boston,New York
Louisiana,0,3900 Veterans Blvd.,"164,423",Metairie,"French Market Homestead, FSA",,, ,70002,Baton Rouge,Dallas
Louisiana,0,675 Airline Highway,"23,843",La Place,"First Savings of Louisiana, FSA",,, ,70068,Baton Rouge,Dallas
Louisiana,0,576 North Parkerson,"75,413",Crowley,"Acadia Savings and Loan Association, A FSA",,, ,70526,Baton Rouge,Dallas
